att,def,win
23,45,1.4
23,46,0.9
23,47,0.8
23,48,0.8
23,49,1.1
23,50,0.4
24,1,100.0
24,2,100.0
24,3,100.0
24,4,100.0
24,5,100.0
24,6,100.0
24,7,100.0
24,8,99.8
24,9,99.6
24,10,98.9
24,11,98.6
24,12,97.8
24,13,97.4
24,14,96.0
24,15,92.2
24,16,91.7
24,17,87.1
24,18,87.3
24,19,83.1
24,20,79.8
24,21,73.8
24,22,68.6
24,23,62.9
24,24,59.2
24,25,57.3
24,26,51.6
24,27,46.6
24,28,41.8
24,29,38.1
24,30,35.9
24,31,27.8
24,32,26.6
24,33,21.8
24,34,17.7
24,35,13.9
24,36,13.3
24,37,12.3
24,38,11.4
24,39,8.2
24,40,8.1
24,41,7.1
24,42,5.1
24,43,4.6
24,44,2.2
24,45,2.2
24,46,3.3
24,47,1.2
24,48,1.1
24,49,1.3
24,50,0.8
25,1,100.0
25,2,100.0
25,3,100.0
25,4,100.0
25,5,100.0
25,6,99.8
25,7,100.0
25,8,99.8
25,9,99.8
25,10,99.3
25,11,99.0
25,12,97.9
25,13,98.3
25,14,96.2
25,15,94.4
25,16,93.0
25,17,90.3
25,18,90.5
25,19,84.7
25,20,81.5
25,21,77.3
25,22,73.4
25,23,71.2
25,24,65.5
25,25,60.9
25,26,52.9
25,27,51.2
25,28,47.9
25,29,43.6
25,30,39.3
25,31,35.0
25,32,31.6
25,33,25.2
25,34,26.6
25,35,19.6
25,36,16.4
25,37,14.0
25,38,14.3
25,39,10.0
25,40,9.4
25,41,7.4
25,42,6.7
25,43,5.2
25,44,4.5
25,45,4.5
25,46,2.5
25,47,2.6
25,48,2.9
25,49,1.3
25,50,1.4
26,1,100.0
26,2,100.0
26,3,100.0
26,4,100.0
26,5,100.0
26,6,99.8
26,7,100.0
26,8,99.9
26,9,100.0
26,10,99.4
26,11,99.6
26,12,98.9
26,13,98.4
26,14,97.4
26,15,95.2
26,16,95.4
26,17,91.8
26,18,92.0
26,19,87.9
26,20,85.1
26,21,82.6
26,22,77.4
26,23,73.6
26,24,70.9
26,25,64.0
26,26,60.9
26,27,57.7
26,28,52.4
26,29,48.0
26,30,42.2
26,31,39.2
26,32,36.4
26,33,31.6
26,34,29.1
26,35,24.3
26,36,19.4
26,37,17.7
26,38,17.2
26,39,13.9
26,40,12.6
26,41,9.5
26,42,8.8
26,43,7.6
26,44,6.3
26,45,4.4
26,46,3.8
26,47,3.4
26,48,2.5
26,49,1.9
26,50,2.3
27,1,100.0
27,2,100.0
27,3,100.0
27,4,100.0
27,5,100.0
27,6,100.0
27,7,100.0
27,8,100.0
27,9,99.9
27,10,99.3
27,11,99.4
27,12,99.0
27,13,99.0
27,14,99.0
27,15,98.0
27,16,95.3
27,17,93.8
27,18,92.3
27,19,90.4
27,20,87.5
27,21,83.0
27,22,83.3
27,23,79.9
27,24,73.8
27,25,72.6
27,26,66.3
27,27,64.4
27,28,56.1
27,29,56.4
27,30,51.8
27,31,46.0
27,32,40.3
27,33,35.2
27,34,32.5
27,35,30.1
27,36,26.1
27,37,21.7
27,38,19.6
27,39,16.6
27,40,13.9
27,41,13.8
27,42,13.3
27,43,9.4
27,44,7.7
27,45,6.5
27,46,5.2
27,47,4.7
27,48,4.2
27,49,3.6
27,50,2.9
28,1,100.0
28,2,100.0
28,3,100.0
28,4,100.0
28,5,100.0
28,6,100.0
28,7,100.0
28,8,100.0
28,9,100.0
28,10,99.8
28,11,99.7
28,12,99.7
28,13,98.9
28,14,98.6
28,15,98.3
28,16,96.9
28,17,96.7
28,18,94.2
28,19,91.2
28,20,89.7
28,21,87.7
28,22,86.1
28,23,80.9
28,24,77.7
28,25,75.8
28,26,70.5
28,27,67.9
28,28,60.9
28,29,57.9
28,30,52.1
28,31,50.9
28,32,45.6
28,33,42.5
28,34,36.8
28,35,34.5
28,36,27.0
28,37,28.1
28,38,24.1
28,39,20.1
28,40,18.1
28,41,14.8
28,42,13.8
28,43,12.1
28,44,10.4
28,45,8.6
28,46,6.5
28,47,5.6
28,48,4.1
28,49,4.7
28,50,3.1
29,1,100.0
29,2,100.0
29,3,100.0
29,4,100.0
29,5,100.0
29,6,100.0
29,7,100.0
29,8,100.0
29,9,99.9
29,10,100.0
29,11,99.8
29,12,99.7
29,13,98.8
29,14,98.9
29,15,98.6
29,16,97.8
29,17,96.6
29,18,97.2
29,19,94.2
29,20,93.4
29,21,91.3
29,22,88.7
29,23,85.1
29,24,83.4
29,25,77.4
29,26,75.2
29,27,71.1
29,28,63.3
29,29,65.6
29,30,61.1
29,31,56.5
29,32,48.9
29,33,43.9
29,34,43.0
29,35,36.4
29,36,36.4
29,37,31.2
29,38,28.2
29,39,25.5
29,40,21.6
29,41,18.3
29,42,14.7
29,43,15.0
29,44,12.4
29,45,10.3
29,46,10.6
29,47,6.8
29,48,7.0
29,49,5.5
29,50,4.6
30,1,100.0
30,2,100.0
30,3,100.0
30,4,100.0
30,5,100.0
30,6,100.0
30,7,100.0
30,8,100.0
30,9,99.9
30,10,100.0
30,11,99.8
30,12,100.0
30,13,99.5
30,14,99.6
30,15,99.5
30,16,98.6
30,17,98.4
30,18,95.9
30,19,95.0
30,20,94.1
30,21,91.5
30,22,90.9
30,23,88.9
30,24,85.3
30,25,83.4
30,26,80.8
30,27,74.9
30,28,72.2
30,29,67.7
30,30,62.4
30,31,56.8
30,32,53.3
30,33,51.2
30,34,44.2
30,35,44.1
30,36,41.0
30,37,36.4
30,38,31.6
30,39,29.3
30,40,24.9
30,41,22.7
30,42,19.9
30,43,16.8
30,44,14.9
30,45,11.5
30,46,11.6
30,47,9.0
30,48,9.1
30,49,6.3
30,50,7.0
31,1,100.0
31,2,100.0
31,3,100.0
31,4,100.0
31,5,100.0
31,6,100.0
31,7,100.0
31,8,100.0
31,9,100.0
31,10,100.0
31,11,99.8
31,12,100.0
31,13,99.7
31,14,99.4
31,15,99.1
31,16,99.0
31,17,98.3
31,18,96.8
31,19,96.9
31,20,94.9
31,21,93.1
31,22,92.1
31,23,89.8
31,24,89.0
31,25,84.9
31,26,82.7
31,27,79.1
31,28,76.0
31,29,73.2
31,30,66.1
31,31,62.5
31,32,58.5
31,33,57.3
31,34,54.1
31,35,45.9
31,36,43.6
31,37,38.8
31,38,35.9
31,39,33.2
31,40,29.7
31,41,24.3
31,42,22.8
31,43,19.6
31,44,18.1
31,45,14.7
31,46,15.8
31,47,11.4
31,48,8.5
31,49,10.1
31,50,8.1
32,1,100.0
32,2,100.0
32,3,100.0
32,4,100.0
32,5,100.0
32,6,100.0
32,7,100.0
32,8,100.0
32,9,100.0
32,10,100.0
32,11,100.0
32,12,100.0
32,13,99.9
32,14,99.5
32,15,99.5
32,16,99.4
32,17,98.9
32,18,98.3
32,19,97.5
32,20,96.4
32,21,96.2
32,22,95.2
32,23,90.7
32,24,90.6
32,25,87.5
32,26,85.3
32,27,82.5
32,28,79.6
32,29,75.8
32,30,73.4
32,31,69.3
32,32,65.1
32,33,63.5
32,34,57.3
32,35,53.7
32,36,49.1
32,37,42.8
32,38,39.6
32,39,34.6
32,40,32.8
32,41,27.1
32,42,26.1
32,43,24.5
32,44,21.7
32,45,19.1
32,46,17.5
32,47,12.8
32,48,12.8
32,49,10.6
32,50,8.9
33,1,100.0
33,2,100.0
33,3,100.0
33,4,100.0
33,5,100.0
33,6,100.0
33,7,100.0
33,8,100.0
33,9,100.0
33,10,100.0
33,11,100.0
33,12,99.9
33,13,99.8
33,14,99.6
33,15,99.3
33,16,99.2
33,17,99.3
33,18,99.1
33,19,98.0
33,20,96.8
33,21,96.1
33,22,95.8
33,23,92.2
33,24,90.9
33,25,89.4
33,26,87.1
33,27,87.0
33,28,82.5
33,29,78.3
33,30,73.8
33,31,71.2
33,32,68.4
33,33,64.9
33,34,58.8
33,35,56.3
33,36,55.4
33,37,47.0
33,38,45.4
33,39,42.9
33,40,41.2
33,41,32.2
33,42,30.3
33,43,27.5
33,44,26.0
33,45,22.6
33,46,18.9
33,47,16.7
33,48,14.7
33,49,11.6
33,50,11.9
34,1,100.0
34,2,100.0
34,3,100.0
34,4,100.0
34,5,100.0
34,6,100.0
34,7,100.0
34,8,100.0
34,9,99.9
34,10,100.0
34,11,99.9
34,12,99.7
34,13,99.8
34,14,99.8
34,15,99.8
34,16,99.5
34,17,99.1
34,18,99.3
34,19,98.5
34,20,97.2
34,21,98.0
34,22,96.8
34,23,93.8
34,24,94.4
34,25,91.5
34,26,91.0
34,27,87.0
34,28,84.9
34,29,83.7
34,30,80.7
34,31,72.7
34,32,71.8
34,33,69.4
34,34,64.7
34,35,60.4
34,36,55.9
34,37,52.5
34,38,52.5
34,39,44.4
34,40,42.0
34,41,37.8
34,42,35.2
34,43,32.9
34,44,30.2
34,45,27.6
34,46,23.8
34,47,19.7
34,48,17.9
34,49,16.2
34,50,13.6
35,1,100.0
35,2,100.0
35,3,100.0
35,4,100.0
35,5,100.0
35,6,100.0
35,7,100.0
35,8,100.0
35,9,100.0
35,10,100.0
35,11,100.0
35,12,99.8
35,13,99.9
35,14,100.0
35,15,99.9
35,16,99.6
35,17,99.5
35,18,98.7
35,19,99.1
35,20,97.9
35,21,97.4
35,22,96.7
35,23,95.3
35,24,94.4
35,25,93.3
35,26,92.4
35,27,88.2
35,28,86.8
35,29,84.9
35,30,83.1
35,31,79.3
35,32,77.3
35,33,70.5
35,34,68.6
35,35,67.7
35,36,62.7
35,37,59.6
35,38,52.9
35,39,49.6
35,40,45.9
35,41,42.0
35,42,39.5
35,43,35.6
35,44,32.9
35,45,29.9
35,46,26.4
35,47,22.4
35,48,21.5
35,49,18.5
35,50,17.1
36,1,100.0
36,2,100.0
36,3,100.0
36,4,100.0
36,5,100.0
36,6,100.0
36,7,100.0
36,8,100.0
36,9,100.0
36,10,100.0
36,11,100.0
36,12,100.0
36,13,99.9
36,14,100.0
36,15,100.0
36,16,99.5
36,17,99.5
36,18,99.4
36,19,98.9
36,20,98.5
36,21,98.7
36,22,97.9
36,23,96.0
36,24,95.8
36,25,95.2
36,26,92.2
36,27,92.7
36,28,90.4
36,29,88.1
36,30,86.0
36,31,81.1
36,32,80.9
36,33,77.0
36,34,74.0
36,35,69.7
36,36,67.0
36,37,63.2
36,38,61.0
36,39,56.5
36,40,49.8
36,41,50.1
36,42,41.2
36,43,37.9
36,44,38.2
36,45,34.7
36,46,32.2
36,47,25.9
