att,def,win
36,48,21.8
36,49,21.7
36,50,21.5
37,1,100.0
37,2,100.0
37,3,100.0
37,4,100.0
37,5,100.0
37,6,100.0
37,7,100.0
37,8,100.0
37,9,100.0
37,10,99.9
37,11,100.0
37,12,100.0
37,13,100.0
37,14,100.0
37,15,100.0
37,16,99.7
37,17,100.0
37,18,99.5
37,19,99.8
37,20,99.0
37,21,97.9
37,22,98.5
37,23,97.9
37,24,97.2
37,25,95.0
37,26,95.2
37,27,92.9
37,28,92.1
37,29,91.4
37,30,88.7
37,31,85.3
37,32,82.1
37,33,79.2
37,34,77.6
37,35,71.2
37,36,69.2
37,37,65.2
37,38,62.2
37,39,59.8
37,40,54.0
37,41,52.6
37,42,47.4
37,43,45.3
37,44,40.9
37,45,39.1
37,46,33.3
37,47,31.4
37,48,28.7
37,49,27.2
37,50,23.6
38,1,100.0
38,2,100.0
38,3,100.0
38,4,100.0
38,5,100.0
38,6,100.0
38,7,100.0
38,8,100.0
38,9,100.0
38,10,100.0
38,11,100.0
38,12,100.0
38,13,100.0
38,14,100.0
38,15,100.0
38,16,99.9
38,17,99.9
38,18,99.6
38,19,99.8
38,20,99.6
38,21,99.4
38,22,98.9
38,23,98.1
38,24,97.4
38,25,95.9
38,26,96.0
38,27,95.1
38,28,93.5
38,29,92.3
38,30,88.7
38,31,87.4
38,32,87.8
38,33,82.0
38,34,79.6
38,35,75.5
38,36,73.5
38,37,70.4
38,38,67.1
38,39,60.3
38,40,58.4
38,41,54.2
38,42,52.4
38,43,47.2
38,44,47.8
38,45,41.4
38,46,38.8
38,47,37.5
38,48,31.3
38,49,31.7
38,50,24.2
39,1,100.0
39,2,100.0
39,3,100.0
39,4,100.0
39,5,100.0
39,6,100.0
39,7,100.0
39,8,100.0
39,9,100.0
39,10,100.0
39,11,100.0
39,12,99.9
39,13,100.0
39,14,100.0
39,15,99.9
39,16,100.0
39,17,100.0
39,18,99.8
39,19,99.9
39,20,99.6
39,21,99.7
39,22,99.5
39,23,99.5
39,24,96.7
39,25,97.9
39,26,97.4
39,27,95.0
39,28,94.7
39,29,93.5
39,30,91.7
39,31,90.3
39,32,88.2
39,33,85.3
39,34,81.2
39,35,81.1
39,36,78.8
39,37,74.8
39,38,71.3
39,39,67.9
39,40,63.0
39,41,59.0
39,42,58.1
39,43,51.7
39,44,49.9
39,45,47.7
39,46,43.8
39,47,39.6
39,48,33.8
39,49,33.4
39,50,28.5
40,1,100.0
40,2,100.0
40,3,100.0
40,4,100.0
40,5,100.0
40,6,100.0
40,7,100.0
40,8,100.0
40,9,100.0
40,10,100.0
40,11,100.0
40,12,100.0
40,13,100.0
40,14,100.0
40,15,99.8
40,16,99.9
40,17,100.0
40,18,99.9
40,19,99.7
40,20,99.5
40,21,99.6
40,22,99.2
40,23,98.9
40,24,98.5
40,25,97.9
40,26,96.8
40,27,96.7
40,28,96.2
40,29,94.5
40,30,92.7
40,31,91.1
40,32,88.9
40,33,87.8
40,34,87.0
40,35,83.2
40,36,81.8
40,37,77.1
40,38,74.7
40,39,71.4
40,40,68.8
40,41,63.9
40,42,60.4
40,43,56.2
40,44,55.5
40,45,51.5
40,46,48.3
40,47,40.9
40,48,38.5
40,49,36.4
40,50,32.9
41,1,100.0
41,2,100.0
41,3,100.0
41,4,100.0
41,5,100.0
41,6,100.0
41,7,100.0
41,8,100.0
41,9,100.0
41,10,100.0
41,11,100.0
41,12,100.0
41,13,100.0
41,14,100.0
41,15,100.0
41,16,100.0
41,17,100.0
41,18,100.0
41,19,100.0
41,20,100.0
41,21,99.6
41,22,99.6
41,23,98.9
41,24,98.4
41,25,98.4
41,26,98.6
41,27,97.9
41,28,96.4
41,29,94.2
41,30,93.8
41,31,91.7
41,32,90.2
41,33,88.4
41,34,88.0
41,35,86.3
41,36,81.2
41,37,79.7
41,38,80.1
41,39,74.9
41,40,71.7
41,41,64.8
41,42,64.4
41,43,59.8
41,44,57.8
41,45,53.5
41,46,52.5
41,47,45.4
41,48,39.9
41,49,39.7
41,50,38.0
42,1,100.0
42,2,100.0
42,3,100.0
42,4,100.0
42,5,100.0
42,6,100.0
42,7,100.0
42,8,100.0
42,9,100.0
42,10,100.0
42,11,100.0
42,12,100.0
42,13,100.0
42,14,100.0
42,15,100.0
42,16,99.9
42,17,100.0
42,18,99.9
42,19,99.9
42,20,99.7
42,21,99.7
42,22,99.6
42,23,99.6
42,24,99.2
42,25,98.3
42,26,98.5
42,27,98.8
42,28,97.3
42,29,96.5
42,30,95.3
42,31,94.5
42,32,92.3
42,33,91.2
42,34,89.7
42,35,86.5
42,36,84.6
42,37,84.6
42,38,79.7
42,39,80.6
42,40,75.7
42,41,74.8
42,42,69.6
42,43,65.3
42,44,60.3
42,45,57.9
42,46,55.3
42,47,52.4
42,48,48.8
42,49,42.0
42,50,40.1
43,1,100.0
43,2,100.0
43,3,100.0
43,4,100.0
43,5,100.0
43,6,100.0
43,7,100.0
43,8,100.0
43,9,100.0
43,10,100.0
43,11,100.0
43,12,100.0
43,13,100.0
43,14,100.0
43,15,100.0
43,16,100.0
43,17,100.0
43,18,100.0
43,19,99.7
43,20,99.8
43,21,99.7
43,22,99.9
43,23,99.1
43,24,99.2
43,25,98.9
43,26,99.5
43,27,98.7
43,28,98.3
43,29,96.8
43,30,95.7
43,31,95.3
43,32,93.9
43,33,91.8
43,34,91.6
43,35,89.0
43,36,88.8
43,37,84.2
43,38,84.3
43,39,79.5
43,40,77.3
43,41,75.4
43,42,70.3
43,43,70.3
43,44,64.6
43,45,63.2
43,46,56.5
43,47,54.1
43,48,52.0
43,49,47.5
43,50,42.3
44,1,100.0
44,2,100.0
44,3,100.0
44,4,100.0
44,5,100.0
44,6,100.0
44,7,100.0
44,8,100.0
44,9,100.0
44,10,100.0
44,11,100.0
44,12,100.0
44,13,100.0
44,14,100.0
44,15,100.0
44,16,100.0
44,17,100.0
44,18,99.8
44,19,100.0
44,20,99.9
44,21,99.9
44,22,99.9
44,23,99.6
44,24,99.4
44,25,99.4
44,26,99.2
44,27,98.6
44,28,98.7
44,29,97.4
44,30,98.1
44,31,96.3
44,32,95.0
44,33,93.9
44,34,92.3
44,35,92.4
44,36,90.6
44,37,87.5
44,38,87.3
44,39,80.7
44,40,78.8
44,41,77.1
44,42,77.6
44,43,74.6
44,44,70.4
44,45,67.9
44,46,62.3
44,47,60.7
44,48,55.9
44,49,51.8
44,50,50.6
45,1,100.0
45,2,100.0
45,3,100.0
45,4,100.0
45,5,100.0
45,6,100.0
45,7,100.0
45,8,100.0
45,9,100.0
45,10,100.0
45,11,100.0
45,12,100.0
45,13,100.0
45,14,100.0
45,15,100.0
45,16,100.0
45,17,100.0
45,18,100.0
45,19,100.0
45,20,99.9
45,21,99.9
45,22,99.8
45,23,99.9
45,24,99.3
45,25,99.8
45,26,99.4
45,27,99.4
45,28,98.9
45,29,97.5
45,30,97.4
45,31,97.9
45,32,96.1
45,33,95.8
45,34,93.6
45,35,94.2
45,36,91.8
45,37,86.9
45,38,87.6
45,39,85.3
45,40,83.3
45,41,80.3
45,42,77.6
45,43,76.9
45,44,75.1
45,45,67.3
45,46,69.1
45,47,62.2
45,48,58.5
45,49,54.2
45,50,50.5
46,1,100.0
46,2,100.0
46,3,100.0
46,4,100.0
46,5,100.0
46,6,100.0
46,7,100.0
46,8,100.0
46,9,100.0
46,10,100.0
46,11,100.0
46,12,100.0
46,13,100.0
46,14,100.0
46,15,99.9
46,16,100.0
46,17,100.0
46,18,100.0
46,19,99.9
46,20,99.9
46,21,99.9
46,22,100.0
46,23,99.9
46,24,99.5
46,25,99.6
46,26,99.5
46,27,99.4
46,28,98.9
46,29,98.0
46,30,97.5
46,31,97.3
46,32,97.1
46,33,96.2
46,34,93.3
46,35,93.8
46,36,93.1
46,37,92.2
46,38,90.9
46,39,87.3
46,40,87.1
46,41,84.4
46,42,82.6
46,43,77.8
46,44,75.1
46,45,75.0
46,46,69.3
46,47,64.0
46,48,64.5
46,49,58.3
46,50,56.8
47,1,100.0
47,2,100.0
47,3,100.0
47,4,100.0
47,5,100.0
47,6,100.0
47,7,100.0
47,8,100.0
47,9,100.0
47,10,100.0
47,11,100.0
47,12,100.0
47,13,100.0
47,14,100.0
47,15,100.0
47,16,100.0
47,17,100.0
47,18,100.0
47,19,100.0
47,20,100.0
47,21,100.0
47,22,100.0
47,23,99.6
47,24,99.5
47,25,99.6
47,26,99.8
47,27,99.3
47,28,99.4
47,29,98.8
47,30,98.5
47,31,97.5
47,32,97.8
47,33,97.2
47,34,95.3
47,35,94.6
47,36,93.7
47,37,91.2
47,38,89.6
47,39,88.4
47,40,86.5
47,41,85.9
47,42,84.7
47,43,82.9
47,44,78.0
47,45,74.9
47,46,72.2
47,47,69.1
47,48,65.9
47,49,66.1
47,50,63.9
48,1,100.0
48,2,100.0
48,3,100.0
48,4,100.0
48,5,100.0
48,6,100.0
48,7,100.0
48,8,100.0
48,9,100.0
48,10,100.0
48,11,100.0
48,12,100.0
48,13,100.0
48,14,100.0
48,15,100.0
48,16,100.0
48,17,100.0
48,18,100.0
48,19,100.0
48,20,100.0
48,21,100.0
48,22,99.9
48,23,100.0
48,24,99.8
48,25,99.9
48,26,99.6
48,27,99.5
48,28,99.3
48,29,99.6
48,30,99.0
48,31,97.9
48,32,97.1
48,33,97.1
48,34,98.2
48,35,94.7
48,36,96.3
48,37,93.2
48,38,93.1
48,39,90.5
48,40,91.3
48,41,88.3
48,42,85.6
48,43,84.5
48,44,80.5
48,45,79.8
48,46,72.8
48,47,72.7
48,48,70.2
48,49,69.6
48,50,66.5
49,1,100.0
49,2,100.0
49,3,100.0
49,4,100.0
49,5,100.0
49,6,100.0
49,7,100.0
49,8,100.0
49,9,100.0
49,10,100.0
49,11,100.0
49,12,100.0
49,13,100.0
49,14,100.0
49,15,100.0
49,16,100.0
49,17,100.0
49,18,100.0
49,19,100.0
49,20,100.0
49,21,100.0
49,22,99.9
49,23,100.0
49,24,100.0
49,25,99.7
49,26,99.9
49,27,99.4
49,28,99.5
49,29,99.1
49,30,98.9
49,31,98.9
49,32,98.0
49,33,97.3
49,34,97.6
49,35,96.7
49,36,96.0
49,37,95.0
49,38,94.5
49,39,92.2
49,40,91.1
49,41,89.7
49,42,88.8
49,43,86.0
49,44,84.1
49,45,81.5
49,46,79.6
49,47,76.2
49,48,74.7
49,49,71.4
49,50,69.0
50,1,100.0
50,2,100.0
50,3,100.0
50,4,100.0
50,5,100.0
50,6,100.0
50,7,100.0
50,8,100.0
50,9,100.0
50,10,100.0
50,11,100.0
50,12,100.0
50,13,100.0
50,14,100.0
50,15,100.0
50,16,100.0
50,17,100.0
50,18,100.0
50,19,100.0
50,20,100.0
50,21,100.0
50,22,100.0
50,23,99.9
50,24,99.9
50,25,99.7
50,26,99.8
50,27,99.7
50,28,99.7
50,29,99.4
50,30,99.3
50,31,98.9
50,32,98.4
50,33,98.2
50,34,96.9
50,35,96.9
50,36,96.1
50,37,96.0
50,38,95.1
50,39,92.3
50,40,94.3
50,41,89.5
50,42,88.9
50,43,88.4
50,44,87.3
50,45,83.6
50,46,81.9
50,47,79.0
50,48,77.6
50,49,73.2
50,50,73.8
